##############Dumper num: 0##############
Time: [00:00:00, 00:07:54], PLAN: P83, L72
##############Dumper num: 4##############
Time: [00:00:00, 00:17:27], PLAN: P83, L72
Time: [00:17:27, 00:22:18], PLAN: L72, D63
Time: [00:22:18, 00:34:13], PLAN: D63, L32
Time: [00:34:13, 00:40:20], PLAN: L32, D63
Time: [00:40:20, 00:53:19], PLAN: D63, L32
Time: [00:53:19, 00:59:26], PLAN: L32, D63
Time: [00:59:26, 01:04:07], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 5##############
Time: [00:00:00, 00:20:38], PLAN: P83, L72
Time: [00:20:38, 00:26:29], PLAN: L72, D60
Time: [00:26:29, 00:42:49], PLAN: D60, L15
Time: [00:42:49, 00:53:35], PLAN: L15, D63
Time: [00:53:35, 00:58:16], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 6##############
Time: [00:00:00, 00:23:49], PLAN: P83, L72
Time: [00:23:49, 00:28:40], PLAN: L72, D63
Time: [00:28:40, 00:37:27], PLAN: D63, L32
Time: [00:37:27, 00:43:34], PLAN: L32, D63
Time: [00:43:34, 00:59:41], PLAN: D63, L32
Time: [00:59:41, 01:07:56], PLAN: L32, D60
Time: [01:07:56, 01:17:41], PLAN: D60, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 7##############
Time: [00:00:00, 00:27:00], PLAN: P83, L72
Time: [00:27:00, 00:32:51], PLAN: L72, D60
Time: [00:32:51, 00:43:46], PLAN: D60, L32
Time: [00:43:46, 00:52:01], PLAN: L32, D60
Time: [00:52:01, 01:08:21], PLAN: D60, L15
Time: [01:08:21, 01:18:47], PLAN: L15, D63
Time: [01:18:47, 01:31:53], PLAN: D63, L15
Time: [01:31:53, 01:42:19], PLAN: L15, D63
Time: [01:42:19, 01:47:00], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 8##############
Time: [00:00:00, 00:13:36], PLAN: P83, L32
Time: [00:13:36, 00:19:43], PLAN: L32, D63
Time: [00:19:43, 00:36:57], PLAN: D63, L8
Time: [00:36:57, 00:46:22], PLAN: L8, D57
Time: [00:46:22, 00:58:27], PLAN: D57, L8
Time: [00:58:27, 01:07:52], PLAN: L8, D57
Time: [01:07:52, 01:18:20], PLAN: D57, L97
Time: [01:18:20, 01:26:08], PLAN: L97, D57
Time: [01:26:08, 01:37:07], PLAN: D57, L17
Time: [01:37:07, 01:50:35], PLAN: L17, D63
Time: [01:50:35, 01:55:16], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 9##############
Time: [00:00:00, 00:30:11], PLAN: P83, L72
Time: [00:30:11, 00:35:02], PLAN: L72, D63
Time: [00:35:02, 00:46:57], PLAN: D63, L32
Time: [00:46:57, 00:53:04], PLAN: L32, D63
Time: [00:53:04, 00:57:45], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 10##############
Time: [00:00:00, 00:33:22], PLAN: P83, L72
Time: [00:33:22, 00:39:13], PLAN: L72, D60
Time: [00:39:13, 00:56:30], PLAN: D60, L32
Time: [00:56:30, 01:04:45], PLAN: L32, D60
Time: [01:04:45, 01:21:05], PLAN: D60, L15
Time: [01:21:05, 01:34:45], PLAN: L15, D60
Time: [01:34:45, 01:51:05], PLAN: D60, L15
Time: [01:51:05, 02:04:45], PLAN: L15, D60
Time: [02:04:45, 02:25:13], PLAN: D60, L8
Time: [02:25:13, 02:43:01], PLAN: L8, D60
Time: [02:43:01, 03:03:29], PLAN: D60, L8
Time: [03:03:29, 03:21:17], PLAN: L8, D60
--------------------------------------------
##############Dumper num: 11##############
Time: [00:00:00, 00:36:33], PLAN: P83, L72
Time: [00:36:33, 00:42:24], PLAN: L72, D60
Time: [00:42:24, 00:58:44], PLAN: D60, L15
Time: [00:58:44, 01:09:10], PLAN: L15, D63
Time: [01:09:10, 01:13:51], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 12##############
Time: [00:00:00, 00:15:09], PLAN: P83, L97
Time: [00:15:09, 00:22:57], PLAN: L97, D57
Time: [00:22:57, 00:33:25], PLAN: D57, L97
Time: [00:33:25, 00:41:13], PLAN: L97, D57
Time: [00:41:13, 00:51:41], PLAN: D57, L97
Time: [00:51:41, 00:59:29], PLAN: L97, D57
Time: [00:59:29, 01:10:28], PLAN: D57, L17
Time: [01:10:28, 01:18:47], PLAN: L17, D57
Time: [01:18:47, 01:33:32], PLAN: D57, L8
Time: [01:33:32, 01:42:57], PLAN: L8, D57
Time: [01:42:57, 01:53:56], PLAN: D57, L17
Time: [01:53:56, 02:07:24], PLAN: L17, D63
Time: [02:07:24, 02:12:05], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 13##############
Time: [00:00:00, 00:00:13], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 14##############
Time: [00:00:00, 00:00:14], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 15##############
Time: [00:00:00, 00:00:15], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 16##############
Time: [00:00:00, 00:00:16], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 17##############
Time: [00:00:00, 00:00:17], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 18##############
Time: [00:00:00, 00:00:18], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 19##############
Time: [00:00:00, 00:00:19], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 20##############
Time: [00:00:00, 00:00:20], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 21##############
Time: [00:00:00, 00:00:21], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 22##############
Time: [00:00:00, 00:00:22], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 23##############
Time: [00:00:00, 00:00:23], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 24##############
Time: [00:00:00, 00:00:24], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
