##############Dumper num: 0##############
Time: [00:00:00, 00:07:54], PLAN: P83, L72
##############Dumper num: 4##############
Time: [00:00:00, 00:17:27], PLAN: P83, L72
Time: [00:17:27, 00:23:18], PLAN: L72, D60
Time: [00:23:18, 00:34:13], PLAN: D60, L32
Time: [00:34:13, 00:40:20], PLAN: L32, D63
Time: [00:40:20, 00:49:07], PLAN: D63, L32
Time: [00:49:07, 00:57:22], PLAN: L32, D60
Time: [00:57:22, 01:16:20], PLAN: D60, L97
Time: [01:16:20, 01:24:08], PLAN: L97, D57
Time: [01:24:08, 01:35:07], PLAN: D57, L17
Time: [01:35:07, 01:43:26], PLAN: L17, D57
Time: [01:43:26, 01:54:25], PLAN: D57, L17
Time: [01:54:25, 02:07:53], PLAN: L17, D63
Time: [02:07:53, 02:12:34], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 5##############
Time: [00:00:00, 00:20:38], PLAN: P83, L72
Time: [00:20:38, 00:26:29], PLAN: L72, D60
Time: [00:26:29, 00:37:24], PLAN: D60, L32
Time: [00:37:24, 00:43:31], PLAN: L32, D63
Time: [00:43:31, 00:56:37], PLAN: D63, L15
Time: [00:56:37, 01:07:03], PLAN: L15, D63
Time: [01:07:03, 01:11:44], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 6##############
Time: [00:00:00, 00:13:34], PLAN: P83, L32
Time: [00:13:34, 00:19:41], PLAN: L32, D63
Time: [00:19:41, 00:36:55], PLAN: D63, L8
Time: [00:36:55, 00:46:20], PLAN: L8, D57
Time: [00:46:20, 00:58:04], PLAN: D57, L97
Time: [00:58:04, 01:05:52], PLAN: L97, D57
Time: [01:05:52, 01:17:57], PLAN: D57, L8
Time: [01:17:57, 01:27:22], PLAN: L8, D57
Time: [01:27:22, 01:39:27], PLAN: D57, L8
Time: [01:39:27, 01:54:01], PLAN: L8, D63
Time: [01:54:01, 01:58:42], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 7##############
Time: [00:00:00, 00:23:49], PLAN: P83, L72
Time: [00:23:49, 00:28:40], PLAN: L72, D63
Time: [00:28:40, 00:41:46], PLAN: D63, L15
Time: [00:41:46, 00:53:07], PLAN: L15, D57
Time: [00:53:07, 01:03:35], PLAN: D57, L97
Time: [01:03:35, 01:11:23], PLAN: L97, D57
Time: [01:11:23, 01:22:22], PLAN: D57, L17
Time: [01:22:22, 01:30:41], PLAN: L17, D57
Time: [01:30:41, 01:42:46], PLAN: D57, L8
Time: [01:42:46, 01:52:11], PLAN: L8, D57
Time: [01:52:11, 02:03:10], PLAN: D57, L17
Time: [02:03:10, 02:16:38], PLAN: L17, D63
Time: [02:16:38, 02:33:52], PLAN: D63, L8
Time: [02:33:52, 02:48:26], PLAN: L8, D63
Time: [02:48:26, 03:04:34], PLAN: D63, L17
Time: [03:04:34, 03:21:16], PLAN: L17, D60
Time: [03:21:16, 03:31:01], PLAN: D60, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 8##############
Time: [00:00:00, 00:27:00], PLAN: P83, L72
Time: [00:27:00, 00:32:51], PLAN: L72, D60
Time: [00:32:51, 00:51:42], PLAN: D60, L97
Time: [00:51:42, 00:59:30], PLAN: L97, D57
Time: [00:59:30, 01:09:58], PLAN: D57, L97
Time: [01:09:58, 01:19:31], PLAN: L97, D63
Time: [01:19:31, 01:24:12], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 9##############
Time: [00:00:00, 00:30:11], PLAN: P83, L72
Time: [00:30:11, 00:35:02], PLAN: L72, D63
Time: [00:35:02, 00:43:49], PLAN: D63, L32
Time: [00:43:49, 00:49:56], PLAN: L32, D63
Time: [00:49:56, 00:58:43], PLAN: D63, L32
Time: [00:58:43, 01:06:58], PLAN: L32, D60
Time: [01:06:58, 01:16:43], PLAN: D60, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 10##############
Time: [00:00:00, 00:33:22], PLAN: P83, L72
Time: [00:33:22, 00:39:13], PLAN: L72, D60
Time: [00:39:13, 00:52:18], PLAN: D60, L32
Time: [00:52:18, 00:58:25], PLAN: L32, D63
Time: [00:58:25, 01:07:12], PLAN: D63, L32
Time: [01:07:12, 01:13:19], PLAN: L32, D63
Time: [01:13:19, 01:18:00], PLAN: D63, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 11##############
Time: [00:00:00, 00:36:33], PLAN: P83, L72
Time: [00:36:33, 00:42:24], PLAN: L72, D60
Time: [00:42:24, 00:55:29], PLAN: D60, L32
Time: [00:55:29, 01:03:44], PLAN: L32, D60
Time: [01:03:44, 01:13:29], PLAN: D60, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 12##############
Time: [00:00:00, 00:00:12], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 13##############
Time: [00:00:00, 00:00:13], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 14##############
Time: [00:00:00, 00:00:14], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 15##############
Time: [00:00:00, 00:00:15], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 16##############
Time: [00:00:00, 00:00:16], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 17##############
Time: [00:00:00, 00:00:17], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 18##############
Time: [00:00:00, 00:00:18], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 19##############
Time: [00:00:00, 00:00:19], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 20##############
Time: [00:00:00, 00:00:20], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 21##############
Time: [00:00:00, 00:00:21], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 22##############
Time: [00:00:00, 00:00:22], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 23##############
Time: [00:00:00, 00:00:23], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
##############Dumper num: 24##############
Time: [00:00:00, 00:00:24], PLAN: P83, P83
################ PARKED ################# 

--------------------------------------------
